Código SNISB,Nome da Barragem,Capacidade (hm3),Classe de Capacidade,Altura Acima da Fundação (m),Classe de Altura,Altura Acima do Terreno (m),Município,UF,Uso Principal,Espelho D'água,Fiscalizador,Latitude,Longitude,Categoria de Risco,Classe de DPA,Latitude (Graus),Longitude (Graus),ESRI_OID,x,y
3572,0967/12,1.1,V < 3 hm³,9,h < 10 m,9,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º21'38.0""S","53º01'51.0""W",Não Classificado,Não Classificado,-30.3608333333,-53.0311111111,1953,-53.03111111099997,-30.36083333299996
3573,0967/12,0.11800000000000001,V < 3 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'48.0""S","53º02'22.0""W",Não Classificado,Não Classificado,-30.38,-53.0397222222,1961,-53.039722221999966,-30.37999999999994
3574,1406/09,1.524,V < 3 hm³,8.5,h < 10 m,8.5,ELDORADO DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º04'41.0""S","51º28'39.0""W",Não Classificado,Não Classificado,-30.0783333333,-51.4775,1855,-51.477499999999964,-30.078333332999932
3570,0967/12,0.099,V < 3 hm³,9,h < 10 m,9,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'8.0""S","53º00'12.0""W",Não Classificado,Não Classificado,-30.2858333333,-53.0036111111,1938,-53.00361111099994,-30.28583333299997
3571,0967/12,0.1,V < 3 hm³,6,h < 10 m,6,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'13.0""S","53º00'43.0""W",Não Classificado,Não Classificado,-30.2872222222,-53.012222222199995,1940,-53.012222221999934,-30.28722222199997
2825,Lago Azul I,0.199,V < 3 hm³,5.51,h < 10 m,5.51,RIO DOS BOIS,TO,Irrigação,,Naturatins,"09º21'37.0""S","48º32'32.0""W",Não Classificado,Não Classificado,-9.3604722222,-48.5423611111,1083,-48.542361110999934,-9.360472221999942
2833,PARANAVAÍ I,0.129,V < 3 hm³,5.5,h < 10 m,5.5,ARAGUACEMA,TO,Dessedentação Animal,,Naturatins,"08º51'47.0""S","49º29'58.0""W",Não Classificado,Não Classificado,-8.8633055556,-49.4996944444,1080,-49.49969444399994,-8.863305555999943
2834,ALCIR I,0.007,V < 3 hm³,4,h < 10 m,4,DOIS IRMÃOS DO TOCANTINS,TO,Aquicultura,,Naturatins,"09º15'19.0""S","49º03'21.0""W",Não Classificado,Não Classificado,-9.2554444444,-49.05588888890001,1081,-49.05588888899996,-9.255444443999977
3232,1244/2014,0.137,V < 3 hm³,4,h < 10 m,4,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º26'57.0""S","53º11'7.0""W",Não Classificado,Não Classificado,-30.4494444444,-53.1852777778,1535,-53.18527777799994,-30.449444443999937
3239,0241/08,0.109,V < 3 hm³,3.5300000000000002,h < 10 m,3.5300000000000002,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'36.0""S","53º08'6.0""W",Não Classificado,Não Classificado,-30.1769444444,-53.135000000000005,1914,-53.134999999999934,-30.176944443999957
3242,0099/2013,0.14300000000000002,V < 3 hm³,4.04,h < 10 m,4.04,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º14'21.0""S","52º52'26.0""W",Não Classificado,Não Classificado,-30.2391666667,-52.873888888900005,1928,-52.87388888899994,-30.23916666699995
3244,0495/08,0.274,V < 3 hm³,4.44,h < 10 m,4.44,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º11'24.0""S","53º07'26.0""W",Não Classificado,Não Classificado,-30.19,-53.123888888900005,1920,-53.12388888899994,-30.18999999999994
3245,0099/2013,0.276,V < 3 hm³,5.4,h < 10 m,5.4,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º14'43.0""S","52º51'25.0""W",Não Classificado,Não Classificado,-30.245277777800002,-52.8572222222,1929,-52.85722222199996,-30.245277777999945
3249,0960/2015,0.381,V < 3 hm³,2,h < 10 m,2,BUTIÁ,RS,Industrial,,DRHSEMA/RS,"30º08'38.0""S","51º59'58.0""W",Não Classificado,Não Classificado,-30.1438888889,-51.9997222222,1875,-51.999722221999946,-30.14388888899998
3617,0751/12,0.004,V < 3 hm³,1.05,h < 10 m,1.05,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'.0""S","52º01'27.0""W",Não Classificado,Não Classificado,-30.05,-52.024444444400004,1867,-52.02444444399998,-30.049999999999955
2854,SANTA CLARA I,0.065,V < 3 hm³,5,h < 10 m,5,DOIS IRMÃOS DO TOCANTINS,TO,Irrigação,,Naturatins,"09º37'50.0""S","48º51'49.0""W",Não Classificado,Não Classificado,-9.6308055556,-48.8636388889,1084,-48.86363888899996,-9.630805555999927
2855,SANTA CLARA III,0.19,V < 3 hm³,5,h < 10 m,5,DOIS IRMÃOS DO TOCANTINS,TO,Irrigação,,Naturatins,"09º38'36.0""S","48º52'3.0""W",Não Classificado,Não Classificado,-9.643527777800001,-48.8677222222,1087,-48.86772222199994,-9.643527777999964
2856,SANTA CLARA II,0.10600000000000001,V < 3 hm³,4,h < 10 m,4,DOIS IRMÃOS DO TOCANTINS,TO,Irrigação,,Naturatins,"09º38'4.0""S","48º51'58.0""W",Não Classificado,Não Classificado,-9.634500000000001,-48.86625,1085,-48.86624999999998,-9.634499999999946
2857,INDEPENDÊNCIA I ,0.013000000000000001,V < 3 hm³,4.5,h < 10 m,4.5,CENTENÁRIO,TO,Dessedentação Animal,,Naturatins,"09º18'32.0""S","47º39'13.0""W",Não Classificado,Não Classificado,-9.3091111111,-47.6538055556,1082,-47.65380555599995,-9.309111110999936
3250,0961/2015,0.012,V < 3 hm³,2,h < 10 m,2,BUTIÁ,RS,Industrial,,DRHSEMA/RS,"30º08'20.0""S","52º00'24.0""W",Não Classificado,Não Classificado,-30.1388888889,-52.0069444444,1877,-52.00694444399994,-30.13888888899993
3316,1699/2012,0.434,V < 3 hm³,4.15,h < 10 m,4.15,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º06'51.0""S","52º15'51.0""W",Não Classificado,Não Classificado,-30.1144444444,-52.2644444444,1894,-52.264444443999935,-30.114444443999957
3319,0078/2012,0.023,V < 3 hm³,5.11,h < 10 m,5.11,CACHOEIRA DO SUL,RS,Navegação,,DRHSEMA/RS,"30º11'51.0""S","52º50'27.0""W",Não Classificado,Não Classificado,-30.1975,-52.841111111100005,1921,-52.841111110999975,-30.197499999999934
3241,0099/2013,0.37,V < 3 hm³,7.53,h < 10 m,7.53,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º15'9.0""S","52º53'9.0""W",Não Classificado,Não Classificado,-30.2525,-52.8861111111,1930,-52.886111110999934,-30.25249999999994
3247,0099/2013,0.36300000000000004,V < 3 hm³,6.88,h < 10 m,6.88,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º15'11.0""S","52º51'47.0""W",Não Classificado,Não Classificado,-30.2533333333,-52.8633333333,1932,-52.86333333299996,-30.253333332999944
3248,0963/2015,0.027,V < 3 hm³,3,h < 10 m,3,CACHOEIRA DO SUL,RS,Industrial,,DRHSEMA/RS,"30º23'33.0""S","53º02'47.0""W",Não Classificado,Não Classificado,-30.392500000000002,-53.0463888889,1533,-53.04638888899996,-30.392499999999984
3252,1515/2012,0.153,V < 3 hm³,6,h < 10 m,6,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º13'51.0""S","53º17'25.0""W",Não Classificado,Não Classificado,-30.2311111111,-53.2902777778,1926,-53.29027777799996,-30.23111111099996
3253,0765/08,0.075,V < 3 hm³,4.87,h < 10 m,4.87,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'27.0""S","52º52'36.0""W",Não Classificado,Não Classificado,-30.174444444400002,-52.8769444444,1910,-52.876944443999946,-30.17444444399996
3254,1723/2012,0.109,V < 3 hm³,4.94,h < 10 m,4.94,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º06'2.0""S","52º12'45.0""W",Não Classificado,Não Classificado,-30.100833333300002,-52.212500000000006,1891,-52.21249999999998,-30.10083333299997
3255,0943/08,0.166,V < 3 hm³,4.08,h < 10 m,4.08,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º18'2.0""S","52º44'21.0""W",Não Classificado,Não Classificado,-30.3005555556,-52.73944444440001,1946,-52.73944444399996,-30.30055555599995
3584,0947/2010,0.02,V < 3 hm³,3.99,h < 10 m,3.99,CAÇAPAVA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'44.0""S","53º19'14.0""W",Não Classificado,Não Classificado,-30.3788888889,-53.3205555556,1959,-53.32055555599993,-30.37888888899994
3594,0674/13,0.012,V < 3 hm³,1.7,h < 10 m,1.7,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º12'15.0""S","52º03'25.0""W",Não Classificado,Não Classificado,-30.2044444444,-52.057222222200004,1889,-52.05722222199995,-30.204444443999932
3595,0674/13,0.004,V < 3 hm³,1.5,h < 10 m,1.5,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º12'16.0""S","52º02'53.0""W",Não Classificado,Não Classificado,-30.2047222222,-52.0483333333,1887,-52.04833333299996,-30.20472222199993
3596,0674/13,0.05,V < 3 hm³,1.8,h < 10 m,1.8,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º11'51.0""S","52º02'26.0""W",Não Classificado,Não Classificado,-30.1975,-52.0408333333,1883,-52.040833332999966,-30.197499999999934
3597,0674/13,0.002,V < 3 hm³,1.5,h < 10 m,1.5,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º11'9.0""S","52º02'53.0""W",Não Classificado,Não Classificado,-30.1861111111,-52.0483333333,1885,-52.04833333299996,-30.186111110999946
3601,0472/10,0.128,V < 3 hm³,5.15,h < 10 m,5.15,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º09'21.0""S","52º11'53.0""W",Não Classificado,Não Classificado,-30.156111111100003,-52.1983333333,1893,-52.19833333299994,-30.156111110999973
2864,MAQUIMTANA I,0.002,V < 3 hm³,2.5,h < 10 m,2.5,PEQUIZEIRO,TO,Dessedentação Animal,,Naturatins,"08º39'56.0""S","48º57'42.0""W",Não Classificado,Não Classificado,-8.665555555600001,-48.9616666667,1079,-48.961666666999974,-8.665555555999958
3256,1723/2012,0.08900000000000001,V < 3 hm³,4.12,h < 10 m,4.12,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º05'25.0""S","52º12'37.0""W",Não Classificado,Não Classificado,-30.0902777778,-52.2102777778,1890,-52.21027777799998,-30.090277777999972
3257,0949/08,0.17,V < 3 hm³,4.97,h < 10 m,4.97,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'18.0""S","52º44'9.0""W",Não Classificado,Não Classificado,-30.2886111111,-52.7361111111,1942,-52.73611111099996,-30.288611110999966
3264,1789/08,0.641,V < 3 hm³,6.05,h < 10 m,6.05,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º07'22.0""S","52º21'6.0""W",Não Classificado,Não Classificado,-30.1227777778,-52.351944444400004,1897,-52.35194444399997,-30.122777777999943
3266,1850/08,1.6360000000000001,V < 3 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º22'6.0""S","53º09'15.0""W",Não Classificado,Não Classificado,-30.368611111099998,-53.1544444444,1955,-53.15444444399998,-30.36861111099995
3267,0085/09,0.065,V < 3 hm³,2.93,h < 10 m,2.93,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º15'42.0""S","52º48'28.0""W",Não Classificado,Não Classificado,-30.261666666700002,-52.807777777800005,1934,-52.807777777999945,-30.26166666699993
3274,0695/09,0.097,V < 3 hm³,4,h < 10 m,4,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º09'46.0""S","52º23'24.0""W",Não Classificado,Não Classificado,-30.1627777778,-52.39,1904,-52.389999999999986,-30.162777777999963
3275,0695/09,0.741,V < 3 hm³,5,h < 10 m,5,PANTANO GRANDE,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º09'12.0""S","52º23'44.0""W",Não Classificado,Não Classificado,-30.153611111100002,-52.3958333333,1905,-52.395833332999985,-30.153611110999975
3276,0695/09,0.051000000000000004,V < 3 hm³,5,h < 10 m,5,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º09'16.0""S","52º24'11.0""W",Não Classificado,Não Classificado,-30.154722222200004,-52.4033333333,1907,-52.40333333299998,-30.154722221999975
2457,CAÇAMBA,2.7,V < 3 hm³,,10 m < h < 15 m,15,QUEBRANGULO,AL,Irrigação,,SEMARH/AL,"09º16'33.0""S","36º23'33.0""W",Não Classificado,Não Classificado,-9.2760555556,-36.3926111111,1106,-36.39261111099995,-9.27605555599996
2898,Barreira de Sal II,0.017,V < 3 hm³,4,h < 10 m,4,DIVINÓPOLIS DO TOCANTINS,TO,Dessedentação Animal,,Naturatins,"09º38'36.0""S","49º25'51.0""W",Não Classificado,Não Classificado,-9.6434166667,-49.431000000000004,1086,-49.43099999999998,-9.64341666699994
3279,0967/12,0.28400000000000003,V < 3 hm³,10,h < 10 m,10,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º21'28.0""S","53º01'8.0""W",Não Classificado,Não Classificado,-30.357777777800003,-53.0188888889,1950,-53.01888888899998,-30.357777777999956
3280,0967/12,0.099,V < 3 hm³,9,h < 10 m,9,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'8.0""S","53º00'12.0""W",Não Classificado,Não Classificado,-30.2858333333,-53.0036111111,1939,-53.00361111099994,-30.28583333299997
3281,0967/12,0.1,V < 3 hm³,6,h < 10 m,6,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'13.0""S","53º00'43.0""W",Não Classificado,Não Classificado,-30.2872222222,-53.012222222199995,1941,-53.012222221999934,-30.28722222199997
3282,0967/12,1.1,V < 3 hm³,9,h < 10 m,9,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º21'38.0""S","53º01'51.0""W",Não Classificado,Não Classificado,-30.3608333333,-53.0311111111,1952,-53.03111111099997,-30.36083333299996
3283,0967/12,0.11800000000000001,V < 3 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'48.0""S","53º02'22.0""W",Não Classificado,Não Classificado,-30.38,-53.0397222222,1960,-53.039722221999966,-30.37999999999994
3284,1406/09,1.524,V < 3 hm³,8.5,h < 10 m,8.5,ELDORADO DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º04'41.0""S","51º28'39.0""W",Não Classificado,Não Classificado,-30.0783333333,-51.4775,1854,-51.477499999999964,-30.078333332999932
3294,0947/2010,0.02,V < 3 hm³,3.99,h < 10 m,3.99,CAÇAPAVA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'44.0""S","53º19'14.0""W",Não Classificado,Não Classificado,-30.3788888889,-53.3205555556,1958,-53.32055555599993,-30.37888888899994
2486,Aningas,1.43,V < 3 hm³,7.5,h < 10 m,7.5,HORIZONTE,CE,Abastecimento humano,,SRH/CE,"04º06'49.0""S","38º24'47.0""W",Não Classificado,Não Classificado,-4.1138796472,-38.413320243,1487,-38.41332024299993,-4.113879646999976
2501,Valentim,0.6,V < 3 hm³,6,h < 10 m,6,SOBRAL,CE,Abastecimento humano,Açude do Valentino,SRH/CE,"04º04'.0""S","39º54'29.0""W",Não Classificado,Não Classificado,-4.066666666700001,-39.9080555556,1526,-39.908055555999965,-4.066666666999936
3654,0283/12,0.011000000000000001,V < 3 hm³,1.45,h < 10 m,1.45,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'26.0""S","51º59'58.0""W",Não Classificado,Não Classificado,-30.090555555599998,-51.9997222222,1865,-51.999722221999946,-30.09055555599997
3655,0283/12,0.012,V < 3 hm³,1.8,h < 10 m,1.8,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'9.0""S","51º59'38.0""W",Não Classificado,Não Classificado,-30.086111111100003,-51.9938888889,1861,-51.99388888899995,-30.08611111099998
3656,0283/12,0.006,V < 3 hm³,1.25,h < 10 m,1.25,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'8.0""S","52º00'15.0""W",Não Classificado,Não Classificado,-30.085833333300002,-52.0044444444,1866,-52.004444443999944,-30.085833332999982
3657,0283/12,0.006,V < 3 hm³,1.3,h < 10 m,1.3,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'13.0""S","52º01'5.0""W",Não Classificado,Não Classificado,-30.0872222222,-52.0183333333,1873,-52.01833333299999,-30.08722222199998
3658,0283/12,0.002,V < 3 hm³,1.25,h < 10 m,1.25,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º04'37.0""S","51º59'53.0""W",Não Classificado,Não Classificado,-30.0772222222,-51.998055555600004,1862,-51.99805555599994,-30.077222221999932
3659,0283/12,0.016,V < 3 hm³,1.46,h < 10 m,1.46,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'25.0""S","51º59'44.0""W",Não Classificado,Não Classificado,-30.0902777778,-51.9955555556,1864,-51.99555555599994,-30.090277777999972
3660,0283/12,0.036000000000000004,V < 3 hm³,1.7,h < 10 m,1.7,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º05'8.0""S","51º59'44.0""W",Não Classificado,Não Classificado,-30.085555555600003,-51.9958333333,1863,-51.99583333299995,-30.085555555999974
3661,0278/14,0.617,V < 3 hm³,4.76,h < 10 m,4.76,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º05'34.0""S","52º00'51.0""W",Não Classificado,Não Classificado,-30.0927777778,-52.0141666667,1869,-52.014166666999984,-30.09277777799997
2946,094/2005,2.3850000000000002,V < 3 hm³,10.3,10 m < h < 15 m,10.3,CACHOEIRA DO SUL,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º25'45.0""S","53º04'36.0""W",Não Classificado,Não Classificado,-30.4294444444,-53.0766666667,1534,-53.076666666999984,-30.429444443999955
3304,0674/13,0.012,V < 3 hm³,1.7,h < 10 m,1.7,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º12'15.0""S","52º03'25.0""W",Não Classificado,Não Classificado,-30.2044444444,-52.057222222200004,1888,-52.05722222199995,-30.204444443999932
3305,0674/13,0.004,V < 3 hm³,1.5,h < 10 m,1.5,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º12'16.0""S","52º02'53.0""W",Não Classificado,Não Classificado,-30.2047222222,-52.0483333333,1886,-52.04833333299996,-30.20472222199993
3306,0674/13,0.05,V < 3 hm³,1.8,h < 10 m,1.8,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º11'51.0""S","52º01'27.0""W",Não Classificado,Não Classificado,-30.1975,-52.024166666700005,1882,-52.024166666999974,-30.197499999999934
3307,0674/13,0.002,V < 3 hm³,1.5,h < 10 m,1.5,MINAS DO LEÃO,RS,Dessedentação Animal,,DRHSEMA/RS,"30º11'9.0""S","52º02'53.0""W",Não Classificado,Não Classificado,-30.1861111111,-52.0483333333,1884,-52.04833333299996,-30.186111110999946
3310,0482/10,1.5210000000000001,V < 3 hm³,4.01,h < 10 m,4.01,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º13'19.0""S","52º44'9.0""W",Não Classificado,Não Classificado,-30.2222222222,-52.7361111111,1923,-52.73611111099996,-30.22222222199997
3311,0472/10,0.128,V < 3 hm³,5.15,h < 10 m,5.15,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º09'21.0""S","52º11'53.0""W",Não Classificado,Não Classificado,-30.156111111100003,-52.1983333333,1892,-52.19833333299994,-30.156111110999973
3326,ANTÔNIO DE ARAÚJO NETO,0.025,V < 3 hm³,3,h < 10 m,3,SANTANA DO SERIDÓ,RN,Dessedentação Animal,,IGARN,"06º40'53.0""S","36º46'7.0""W",Não Classificado,Não Classificado,-6.681638888899999,-36.7688611111,1159,-36.76886111099998,-6.681638888999942
3327,FRANCISCA ILDETE BATISTA MELO,0.003,V < 3 hm³,6,h < 10 m,6,TENENTE ANANIAS,RN,Dessedentação Animal,,IGARN,"06º27'1.0""S","38º13'6.0""W",Não Classificado,Não Classificado,-6.4502777778,-38.2186111111,1242,-38.21861111099997,-6.450277777999929
3328,Francisco José da Silva,0.003,V < 3 hm³,4,h < 10 m,4,CORONEL JOÃO PESSOA,RN,Dessedentação Animal,,IGARN,"06º14'31.0""S","38º26'24.0""W",Não Classificado,Não Classificado,-6.2420555556,-38.44,1266,-38.43999999999994,-6.242055555999968
3329,Manoel Morais da Silva,0.003,V < 3 hm³,4,h < 10 m,4,SÃO MIGUEL,RN,Dessedentação Animal,Açude Bonito II,IGARN,"06º12'58.0""S","38º26'29.0""W",Não Classificado,Não Classificado,-6.2161944444,-38.4414166667,1268,-38.44141666699994,-6.216194443999939
3330,Robson Nóbrega de Lucena,0.15,V < 3 hm³,6,h < 10 m,6,OURO BRANCO,RN,Dessedentação Animal,,IGARN,"06º39'20.0""S","36º57'36.0""W",Não Classificado,Não Classificado,-6.6558333333,-36.96,1170,-36.95999999999998,-6.6558333329999755
3320,0076/2012,0.091,V < 3 hm³,2.92,h < 10 m,2.92,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º11'21.0""S","52º48'14.0""W",Não Classificado,Não Classificado,-30.1894444444,-52.803888888900005,1918,-52.80388888899995,-30.189444443999946
2502,Toyota Barroso,1.075,V < 3 hm³,7,h < 10 m,7,SOBRAL,CE,Abastecimento humano, ,SRH/CE,"03º37'36.0""S","40º02'26.0""W",Não Classificado,Não Classificado,-3.6266666667000003,-40.0408333333,1445,-40.040833332999966,-3.626666666999938
2503,Sonrisal,0.742,V < 3 hm³,7.5,h < 10 m,7.5,SOBRAL,CE,Abastecimento humano, ,SRH/CE,"04º05'18.0""S","39º56'44.0""W",Não Classificado,Não Classificado,-4.0886111111,-39.945555555599995,1528,-39.94555555599993,-4.088611110999977
2504,São João,0.196,V < 3 hm³,6,h < 10 m,6,SOBRAL,CE,Abastecimento humano,,SRH/CE,"03º55'51.0""S","40º00'56.0""W",Não Classificado,Não Classificado,-3.9311111111000003,-40.015555555599995,1443,-40.01555555599998,-3.93111111099995
2505,Recreio,0.05,V < 3 hm³,6.45,h < 10 m,6.45,SOBRAL,CE,Abastecimento humano,,SRH/CE,"03º48'33.0""S","40º41'45.0""W",Não Classificado,Não Classificado,-3.8094444444000004,-40.696111111099995,1467,-40.69611111099994,-3.8094444439999506
2506,Bom Jesus,0.5,V < 3 hm³,8,h < 10 m,8,SOBRAL,CE,Aquicultura,Açude Bom Jesus,SRH/CE,"04º05'50.0""S","39º55'32.0""W",Não Classificado,Não Classificado,-4.0974444444,-39.9258333333,1527,-39.92583333299996,-4.0974444439999615
2507,Caraúbas,0.764,V < 3 hm³,7,h < 10 m,7,SOBRAL,CE,Abastecimento humano,Açude Caraúba,SRH/CE,"03º37'51.0""S","40º14'23.0""W",Não Classificado,Não Classificado,-3.6310000000000002,-40.239888888900005,1448,-40.239888888999985,-3.630999999999972
2508,Boqueirão,0.203,V < 3 hm³,11,10 m < h < 15 m,11,SOBRAL,CE,Abastecimento humano,,SRH/CE,"03º38'45.0""S","40º27'58.0""W",Não Classificado,Não Classificado,-3.6460833333,-40.4661666667,1453,-40.46616666699998,-3.6460833329999787
2509,Carneiro,0.924,V < 3 hm³,13,10 m < h < 15 m,13,CARIDADE,CE,Abastecimento humano,Açude Carneiro,SRH/CE,"04º11'35.0""S","39º02'22.0""W",Não Classificado,Não Classificado,-4.1932404808,-39.0394553369,1508,-39.039455336999936,-4.193240480999975
2512,Fazenda Unique,0.882,V < 3 hm³,10.5,h < 10 m,7.5,TRAIRI,CE,Irrigação,,SRH/CE,"03º14'31.0""S","39º18'37.0""W",Não Classificado,Não Classificado,-3.2419907457000003,-39.3105303739,1517,-39.31053037399994,-3.241990745999942
2513,Carnaúba,13.913,3 hm³ < V < 75 hm³,18,15 m < h < 30 m,18,SANTANA DO ACARAÚ,CE,Abastecimento humano, ,SRH/CE,"03º37'52.0""S","40º09'30.0""W",Não Classificado,Não Classificado,-3.6312235522,-40.1585488011,1447,-40.15854880099994,-3.6312235519999376
2514,Patos,0.337,V < 3 hm³,6,h < 10 m,6,CHOROZINHO,CE,Abastecimento humano,,SRH/CE,"04º16'54.0""S","38º32'4.0""W",Não Classificado,Não Classificado,-4.2818708251,-38.5344972765,1493,-38.53449727699996,-4.281870824999942
2515,Salgado,0.739,V < 3 hm³,7,h < 10 m,7,CHOROZINHO,CE,Abastecimento humano, ,SRH/CE,"04º19'17.0""S","38º32'48.0""W",Não Classificado,Não Classificado,-4.321593223100001,-38.5467160575,1496,-38.54671605799996,-4.321593222999979
